titres,adresses,liens,categorie,type,lon,lat
Eglise catholique Notre-Dame de la Sauvegarde,"474 avenue de La Sauvegarde, 69009 Lyon",https://www.lyon.fr/lieu/eglises-catholiques/eglise-catholique-notre-dame-de-la-sauvegarde,eglises-catholiques,culte et cimetières,4.7891,45.789
SDMIS - Service d’incendie et de secours,"17 rue Rabelais, 69421 Lyon cedex 03",https://www.lyon.fr/lieu/pompiers/sdmis-service-dincendie-et-de-secours,pompiers,securite,4.844,45.7588
Casernement Lyon-Gerland,"19 avenue Debourg, 69007 Lyon",https://www.lyon.fr/lieu/pompiers/casernement-lyon-gerland,pompiers,securite,4.8285,45.7318
Casernement Lyon-Croix-Rousse,"120 rue Philippe de Lassalle, 69004 Lyon",https://www.lyon.fr/lieu/pompiers/casernement-lyon-croix-rousse,pompiers,securite,4.8216,45.7839
Casernement Lyon-Duchère,"357 avenue de Champagne, 69009 Lyon",https://www.lyon.fr/lieu/pompiers/casernement-lyon-duchere,pompiers,securite,4.7977,45.7906
Interpol,"200 quai Charles de Gaulle, 69006 Lyon",https://www.lyon.fr/lieu/commissariat-de-police/interpol,commissariat-de-police,securite,4.848,45.7821
Résidence universitaire Paradin,"24 rue Guillaume Paradin, 69008 Lyon",https://www.lyon.fr/lieu/residence-universitaire-du-crous/residence-universitaire-paradin,residence-universitaire-du-crous,initiatives,4.8885,45.737
Résidence universitaire Benjamin Delessert,"145 avenue Jean Jaurès, 69007 Lyon",https://www.lyon.fr/lieu/residence-universitaire-du-crous/residence-universitaire-benjamin-delessert,residence-universitaire-du-crous,initiatives,4.8395,45.7409
Résidence universitaire La Madeleine,"4 rue du Sauveur, 69007 Lyon",https://www.lyon.fr/lieu/residence-universitaire-du-crous/residence-universitaire-la-madeleine,residence-universitaire-du-crous,initiatives,4.8487,45.7462
Résidence universitaire Jean Mermoz,"29 rue Professeur Joseph Nicolas, 69003 Lyon",https://www.lyon.fr/lieu/residence-universitaire-du-crous/residence-universitaire-jean-mermoz,residence-universitaire-du-crous,initiatives,4.8812,45.7318
Résidence universitaire Jacques Cavalier,"8 rue Jeanne Koehler, 69003 Lyon",https://www.lyon.fr/lieu/residence-universitaire-du-crous/residence-universitaire-jacques-cavalier,residence-universitaire-du-crous,initiatives,4.8699,45.7467
Résidence universitaire Paul Bert,"8 rue Moissonnier, 69003 Lyon",https://www.lyon.fr/lieu/residence-universitaire-du-crous/residence-universitaire-paul-bert,residence-universitaire-du-crous,initiatives,4.8643,45.7568
Résidence universitaire Garibaldi,"360 rue Garibaldi, 69003 Lyon",https://www.lyon.fr/lieu/residence-universitaire-du-crous/residence-universitaire-garibaldi,residence-universitaire-du-crous,initiatives,4.8489,45.7457
Résidence universitaire André Allix,"2 rue Soeur Bouvier, 69005 Lyon",https://www.lyon.fr/lieu/residence-universitaire-du-crous/residence-universitaire-andre-allix,residence-universitaire-du-crous,initiatives,4.808,45.7546
Résidence universitaire Vieux Fort,"2 rue Soeur Bouvier, 69005 Lyon",https://www.lyon.fr/lieu/residence-universitaire-du-crous/residence-universitaire-vieux-fort,residence-universitaire-du-crous,initiatives,4.811,45.7549
Résidence universitaire Croix du Sud,"115 avenue Général Frère, 69008 Lyon",https://www.lyon.fr/lieu/residence-universitaire-du-crous/residence-universitaire-croix-du-sud,residence-universitaire-du-crous,initiatives,4.8771,45.7313
Terrain de proximité Porcher,"rue Charles Porcher (rue J.B. Couty), 69009 Lyon",https://www.lyon.fr/lieu/terrain-de-sport/terrain-de-proximite-porcher,terrain-de-sport,sport,4.8354,45.8035
Terrain de proximité Abbé Larue,"9 place Abbé Larue, 69005 Lyon",https://www.lyon.fr/lieu/terrain-de-sport/terrain-de-proximite-abbe-larue,terrain-de-sport,sport,4.8217,45.7553
Club Rhodia Vaise - section tennis,"140 avenue Barthélémy Buyer, 69009 Lyon",https://www.lyon.fr/lieu/terrain-de-sport/club-rhodia-vaise-section-tennis,terrain-de-sport,sport,4.798,45.7639
Boulodrome du Point du Jour,"5 rue des Aqueducs, 69005 Lyon",https://www.lyon.fr/lieu/terrain-de-boules-et-boulodromes/boulodrome-du-point-du-jour,terrain-de-boules-et-boulodromes,sport,4.7957,45.7568
Lycée professionnel Martin Luther King,"5 rue Communieu, 69009 Lyon",https://www.lyon.fr/lieu/lycees-publics/lycee-professionnel-martin-luther-king,lycees-publics,enseignement,4.8257,45.7965
Marchés produits manufacturés Point du Jour,"Avenue du Point du Jour, 69005 Lyon",https://www.lyon.fr/lieu/produits-manufactures/marches-produits-manufactures-point-du-jour,produits-manufactures,marché,4.79757,45.756176
Bains douches Delessert,"13 rue Benjamin Delessert, 69007 Lyon",https://www.lyon.fr/lieu/bains-douches/bains-douches-delessert,bains-douches,initiatives,4.8345,45.7284
ANAH - Agence nationale de l'habitat,"Cité administrative de l'Etat, 69003 Lyon",https://www.lyon.fr/lieu/equipements-divers/anah-agence-nationale-de-lhabitat,equipements-divers,initiatives,4.8527,45.76
Consulat du Portugal,"71, rue Crillon, 69006 Lyon",https://www.lyon.fr/lieu/consulats/consulat-du-portugal,consulats,initiatives,4.8513,45.7711
Musée miniature et cinéma,"60 rue Saint Jean, 69005 Lyon",https://www.lyon.fr/lieu/musees/musee-miniature-et-cinema,musees,culture,4.8272,45.7619
L'Ane Rouge,"11 rue Juiverie, 69005 Lyon",https://www.lyon.fr/lieu/theatre/lane-rouge,theatre,divertissement,4.8274,45.7654
Le théâtre de Lulu sur la Colline,"60 rue Victor Lagrange, 69007 Lyon",https://www.lyon.fr/lieu/cafes-theatre/le-theatre-de-lulu-sur-la-colline,cafes-theatre,divertissement,4.8388,45.744
Conservatoire de Lyon,"4 montée Cardinal Decourtray, 69005 Lyon",https://www.lyon.fr/lieu/salles-de-concerts/conservatoire-de-lyon,salles-de-concerts,culture,4.8221,45.761
Les P'tits Soyeux - Relais Assistantes Maternelles,"16 bis, rue Pouteau, 69001 Lyon",https://www.lyon.fr/lieu/relais-assistantes-maternelles/les-ptits-soyeux-relais-assistantes-maternelles,relais-assistantes-maternelles,petite_enfance,4.833,45.7716
Maison Citrouille - Relais Assistantes Maternelles,"285, rue André Philip, 69003 Lyon",https://www.lyon.fr/lieu/relais-assistantes-maternelles/maison-citrouille-relais-assistantes-maternelles,relais-assistantes-maternelles,petite_enfance,4.8517,45.7553
Pouss'7 - Relais Assistantes Maternelles,"62 rue Jaboulay, 69007 Lyon",https://www.lyon.fr/lieu/relais-assistantes-maternelles/pouss7-relais-assistantes-maternelles,relais-assistantes-maternelles,petite_enfance,4.8418,45.7468
L'Envolée - Relais Assistantes Maternelles,"60 rue Pierre Delore, 69008 Lyon",https://www.lyon.fr/lieu/relais-assistantes-maternelles/lenvolee-relais-assistantes-maternelles,relais-assistantes-maternelles,petite_enfance,4.8559,45.7357
Les Alouettes - Relais Assistantes Maternelles,"9 rue des Alouettes, 69008 Lyon",https://www.lyon.fr/lieu/relais-assistantes-maternelles/les-alouettes-relais-assistantes-maternelles,relais-assistantes-maternelles,petite_enfance,4.8709,45.7418
Baby 9 - Relais Assistantes Maternelles,"5 rue Mazaryk, 69009 Lyon",https://www.lyon.fr/lieu/relais-assistantes-maternelles/baby-9-relais-assistantes-maternelles,relais-assistantes-maternelles,petite_enfance,4.807,45.7785
Montchat Botté,"35 rue Ferdinand Buisson, 69003 lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/montchat-botte,etablissements-multi-accueil,petite_enfance,4.8852,45.7483
EHPAD Marius Bertrand,"14, rue Hermann Sabran, 69004 Lyon",https://www.lyon.fr/lieu/etablissements-personnes-agees-dependantes-ehpad/ehpad-marius-bertrand,etablissements-personnes-agees-dependantes-ehpad,personnes âgées,4.82,45.7841
Planétarium de Vaulx-en-Velin,"Place de la Nation, 69120 Vaulx-en-Velin",https://www.lyon.fr/lieu/conferences-et-debats/planetarium-de-vaulx-en-velin,conferences-et-debats,culture,4.921714,45.778104
Unité Départementale Architecture et Patrimoine,"Le Grenier d'abondance, Lyon",https://www.lyon.fr/lieu/equipements-divers/unite-departementale-architecture-et-patrimoine,equipements-divers,initiatives,4.8526,45.7603
Consulat d'Autriche,"139 rue Vendôme, 69006 Lyon",https://www.lyon.fr/lieu/consulats/consulat-dautriche,consulats,initiatives,4.8441,45.7643
Consulat de Belgique,"8, rue de la République, 69001 Lyon",https://www.lyon.fr/lieu/consulats/consulat-de-belgique,consulats,initiatives,4.8357,45.7659
Université Lumière Lyon 2 - Berges du Rhône,"86 rue Pasteur, 69365 Lyon cedex 07",https://www.lyon.fr/lieu/formations-aux-metiers-de-la-culture/universite-lumiere-lyon-2-berges-du-rhone,formations-aux-metiers-de-la-culture,enseignement,4.8373,45.7508
Université Jean Moulin Lyon 3 - Site des Quais,"15 quai Claude Bernard, 69007 Lyon",https://www.lyon.fr/lieu/universites/universite-jean-moulin-lyon-3-site-des-quais,universites,enseignement,4.8376,45.7521
Consulat de Malte,"15 place Jules Ferry, 69006 Lyon",https://www.lyon.fr/lieu/consulats/consulat-de-malte,consulats,initiatives,4.8456,45.7672
Consulat d'Ukraine,"30, place Bellecour, 69002 Lyon",https://www.lyon.fr/lieu/consulats/consulat-dukraine,consulats,initiatives,4.8296,45.7571
Consulat du Nicaragua,"49, rue de Créqui, 69006 Lyon",https://www.lyon.fr/lieu/consulats/consulat-du-nicaragua,consulats,initiatives,4.8455,45.7725
Université Jean Moulin Lyon 3 - Manufacture des Tabacs,"6 cours Albert Thomas, 69008 Lyon",https://www.lyon.fr/lieu/universites/universite-jean-moulin-lyon-3-manufacture-des-tabacs,universites,enseignement,4.8603,45.748
Université Claude Bernard Lyon 1 - Rockefeller,"8 avenue Rockefeller, 69373 Lyon cedex 08",https://www.lyon.fr/lieu/universites/universite-claude-bernard-lyon-1-rockefeller,universites,enseignement,4.8806,45.7419
IEP de Lyon,"14 avenue Berthelot, 69007 Lyon",https://www.lyon.fr/lieu/ecoles-et-instituts-denseignement-superieur/iep-de-lyon,ecoles-et-instituts-denseignement-superieur,enseignement,4.8352,45.7465
Institut des Assurances de Lyon,"50 avenue Tony Garnier, 69007 Lyon",https://www.lyon.fr/lieu/ecoles-et-instituts-denseignement-superieur/institut-des-assurances-de-lyon,ecoles-et-instituts-denseignement-superieur,enseignement,4.8376,45.7521
Amphithéâtre 3000,"50 quai Charles de Gaulle, 69006 Lyon",https://www.lyon.fr/lieu/salles-de-concerts/amphitheatre-3000,salles-de-concerts,culture,4.85,45.7851
Gare Saint-Paul,"11 bis place Saint-Paul, 69005 Lyon",https://www.lyon.fr/lieu/sncf/gare-saint-paul,sncf,transport,4.8269,45.766
Gare de Gorge de Loup,"Rue du professeur Guérin, 69009 Lyon",https://www.lyon.fr/lieu/sncf/gare-de-gorge-de-loup,sncf,transport,4.804,45.7661
Gare de Vaise,"2 place de Paris, 69009 Lyon",https://www.lyon.fr/lieu/sncf/gare-de-vaise,sncf,transport,4.8045,45.7805
ENS Lettres (site Descartes),"15 parvis René Descartes, 69007 Lyon",https://www.lyon.fr/lieu/formations-aux-metiers-de-la-culture/ens-lettres-site-descartes,formations-aux-metiers-de-la-culture,enseignement,4.8337,45.7331
Université Catholique de Lyon - Saint-Paul,"10, Place des Archives, 69002 Lyon",https://www.lyon.fr/lieu/universites/universite-catholique-de-lyon-saint-paul,universites,enseignement,4.82635,45.74691
Ecole maternelle Montbrillant,"6-8 rue Professeur Louis Roche, 69003 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-montbrillant,ecoles-maternelles-publiques,enseignement,4.8705,45.7511
Ecole élémentaire Montbrillant,"6-8 rue Professeur Louis Roche, 69003 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-montbrillant,ecoles-elementaires-publiques,enseignement,4.8704,45.7508
Grim-édif,"17, rue St Michel, 69007 Lyon",https://www.lyon.fr/lieu/formations-aux-metiers-de-la-culture/grim-edif,formations-aux-metiers-de-la-culture,enseignement,4.844,45.7527
Centre de la voix Rhône-Alpes,"24 avenue Joannès Masset, 69009 Lyon",https://www.lyon.fr/lieu/ecoles-denseignement-artistique/centre-de-la-voix-rhone-alpes,ecoles-denseignement-artistique,enseignement,4.8007,45.7697
Institut de Musique Sacrée de Lyon,"15 rue Sala, 69002 Lyon",https://www.lyon.fr/lieu/salles-de-concerts/institut-de-musique-sacree-de-lyon,salles-de-concerts,culture,4.8319,45.7524
Ecole Emile Cohl,"1 rue Félix Rollet, 69003 Lyon",https://www.lyon.fr/lieu/ecoles-denseignement-artistique/ecole-emile-cohl,ecoles-denseignement-artistique,enseignement,4.876135,45.7488437
Arfis école,"13 rue Emile Decorps, 69100 Villeurbanne",https://www.lyon.fr/lieu/formations-aux-metiers-de-la-culture/arfis-ecole,formations-aux-metiers-de-la-culture,enseignement,4.9000452,45.7583796
Maîtrise de l'Opéra,"1 place de la Comédie, 69001 Lyon",https://www.lyon.fr/lieu/ecoles-denseignement-artistique/maitrise-de-lopera,ecoles-denseignement-artistique,enseignement,4.836,45.7679
Maîtrise Saint-Marc,"11, rue Soeur Bouvier, 69005 Lyon",https://www.lyon.fr/lieu/ecoles-denseignement-artistique/maitrise-saint-marc,ecoles-denseignement-artistique,enseignement,4.8121,45.7527
Conservatoire de picturologie,"64 rue de la Charité, 69002 Lyon",https://www.lyon.fr/lieu/formations-aux-metiers-de-la-culture/conservatoire-de-picturologie,formations-aux-metiers-de-la-culture,enseignement,4.8302310999999,45.7509366
La Mi Graine,"11 place Saint Paul, 69005 Lyon",https://www.lyon.fr/lieu/cafes-concert/la-mi-graine,cafes-concert,culture,4.827,45.7664
Parc Gros Caillou - LPA,"167 bis boulevard de la Croix-Rousse, 69004 Lyon",https://www.lyon.fr/lieu/lyon-parc-auto/parc-gros-caillou-lpa,lyon-parc-auto,initiatives,4.8332,45.7747
Cimetière de la Guillotière ancien,"92 boulevard des Tchécoslovaques, 69007 Lyon",https://www.lyon.fr/lieu/cimetieres/cimetiere-de-la-guillotiere-ancien,cimetieres,culte et cimetières,4.8548,45.7426
Théâtre de l'Elysée,"14 rue Basse Combalot, 69007 Lyon",https://www.lyon.fr/lieu/theatre/theatre-de-lelysee,theatre,divertissement,4.842,45.7551
Le Marché Gare,"34-36 rue Casimir Perrier, 69002 Lyon",https://www.lyon.fr/lieu/salles-de-concerts/le-marche-gare,salles-de-concerts,culture,4.822,45.7412
Hôtel de Ville de Lyon,"1 place de la Comédie, 69001 Lyon",https://www.lyon.fr/lieu/moderne-17eme-18eme/hotel-de-ville-de-lyon,moderne-17eme-18eme,initiatives,4.8349,45.7675
Eglise catholique Saint-Polycarpe,"25 rue René Leynaud, 69001 Lyon",https://www.lyon.fr/lieu/moderne-17eme-18eme/eglise-catholique-saint-polycarpe,moderne-17eme-18eme,initiatives,4.8337,45.7701
Eglise catholique Saint-Bruno les Chartreux,"56 rue Pierre Dupont, 69001 Lyon",https://www.lyon.fr/lieu/moderne-17eme-18eme/eglise-catholique-saint-bruno-les-chartreux,moderne-17eme-18eme,initiatives,4.8224,45.771
Le KoToPo,"14 rue Leynaud, 69001 Lyon",https://www.lyon.fr/lieu/centres-culturels-pluridisciplinaires/le-kotopo,centres-culturels-pluridisciplinaires,culture,4.8331,45.7697
Goethe-Institut,"18 rue François Dauphin, 69002 Lyon",https://www.lyon.fr/lieu/centres-culturels-pluridisciplinaires/goethe-institut,centres-culturels-pluridisciplinaires,culture,4.8326,45.7553
L'Institut Culturel Italien,"45 rue de la Bourse, 69002 Lyon",https://www.lyon.fr/lieu/centres-culturels-pluridisciplinaires/linstitut-culturel-italien,centres-culturels-pluridisciplinaires,culture,4.8369,45.7643
L'Institut Cervantes,"58 Montée de Choulans, 69005 LYON",https://www.lyon.fr/lieu/centres-culturels-pluridisciplinaires/linstitut-cervantes,centres-culturels-pluridisciplinaires,culture,4.8206,45.7536
Théâtre des Asphodèles,"17 bis impasse Saint Eusèbe, 69003 Lyon",https://www.lyon.fr/lieu/theatre/theatre-des-asphodeles,theatre,divertissement,4.8766,45.7504
Théâtre de la Renaissance,"7 rue Orsel, 69600 Oullins",https://www.lyon.fr/lieu/salles-de-concerts/theatre-de-la-renaissance,salles-de-concerts,culture,4.8107001999999,45.7164308
Cimetière de la Croix-Rousse ancien,"91 rue Philippe de Lassalle, 69004 Lyon",https://www.lyon.fr/lieu/cimetieres/cimetiere-de-la-croix-rousse-ancien,cimetieres,culte et cimetières,4.8201,45.7848
Cimetière de Loyasse nouveau,"46 rue Cardinal Gerlier, 69005 Lyon",https://www.lyon.fr/lieu/cimetieres/cimetiere-de-loyasse-nouveau,cimetieres,culte et cimetières,4.8137,45.7615
La Maison du Peuple - Cinéma,"4 place Jean Jaurès, 69310 Pierre-Bénite",https://www.lyon.fr/lieu/cinemas-dart-et-dessai/la-maison-du-peuple-cinema,cinemas-dart-et-dessai,culture,4.8229619999999,45.704058
Le Boui Boui,"7 rue Mourguet, 69005 Lyon",https://www.lyon.fr/lieu/theatres/le-boui-boui,theatres,divertissement,4.825,45.7597
Salle Genton,"21 rue Genton, 69008 Lyon",https://www.lyon.fr/lieu/salles-de-concerts/salle-genton,salles-de-concerts,culture,4.8849,45.7339
Musée du trésor de la Cathédrale St-Jean,"Place St-Jean, 69005 Lyon",https://www.lyon.fr/lieu/musees/musee-du-tresor-de-la-cathedrale-st-jean,musees,culture,4.8266,45.7612
Adèle - Réseau de galeries Adèle,"5 place Henri Barbusse, 69009 Lyon",https://www.lyon.fr/lieu/galeries-dart/adele-reseau-de-galeries-adele,galeries-dart,culture,4.8300220999999,45.7985169
Musée des sapeurs-pompiers Lyon-Rhône,"358 avenue de Champagne, 69009 Lyon",https://www.lyon.fr/lieu/musees/musee-des-sapeurs-pompiers-lyon-rhone,musees,culture,4.7979,45.7911
Ecole de Musique de Vénissieux,"4 rue Aristide Bruant, 69200 Vénissieux",https://www.lyon.fr/lieu/ecoles-denseignement-artistique/ecole-de-musique-de-venissieux,ecoles-denseignement-artistique,enseignement,4.8702729,45.6966605
Cinéma Comoedia,"13 avenue Berthelot, 69007 Lyon",https://www.lyon.fr/lieu/cinemas-dart-et-dessai/cinema-comoedia,cinemas-dart-et-dessai,culture,4.8355,45.7474
Cinéma les Alizés,"214 avenue Franklin Roosevelt, 69672 Bron cedex",https://www.lyon.fr/lieu/cinemas-dart-et-dessai/cinema-les-alizes,cinemas-dart-et-dessai,culture,4.9151279999999,45.7311378
Ciné Caluire,"36 avenue Général de Gaulle, 69300 Caluire-et-Cuire",https://www.lyon.fr/lieu/cinemas-dart-et-dessai/cine-caluire,cinemas-dart-et-dessai,culture,4.8532239999999,45.8046656
Cinéma le Méliès,"67 chemin de Vassieux, 69300 Caluire et Cuire",https://www.lyon.fr/lieu/cinemas-dart-et-dessai/cinema-le-melies,cinemas-dart-et-dessai,culture,4.8667003,45.7975526
Cinéma Ecully,"21 avenue E. Aynard, 69130 Ecully",https://www.lyon.fr/lieu/cinemas-dart-et-dessai/cinema-ecully,cinemas-dart-et-dessai,culture,4.7779814,45.7791548
Cinéma Iris,"Montée des Roches, 69340 Francheville",https://www.lyon.fr/lieu/cinemas-dart-et-dessai/cinema-iris,cinemas-dart-et-dessai,culture,4.7651362999999,45.7307346
Ciné Mourguet,"15 rue Deshay, 69110 Saint-Foy-lès-Lyon",https://www.lyon.fr/lieu/cinemas-dart-et-dessai/cine-mourguet,cinemas-dart-et-dessai,culture,4.7999333999999,45.7359177
Cinéma Le Scénario,"Place Charles Ottina, 69800 Saint-Priest",https://www.lyon.fr/lieu/cinemas-generalistes/cinema-le-scenario,cinemas-generalistes,divertissement,4.93682,45.694414
Cinéma les Amphis,"rue Pierre Cot, 69120 Vaulx-en-Velin",https://www.lyon.fr/lieu/cinemas-dart-et-dessai/cinema-les-amphis,cinemas-dart-et-dessai,culture,4.917814,45.788832
Cinéma Gérard Philipe,"12 avenue Jean Cagne, 69200 Vénissieux",https://www.lyon.fr/lieu/cinemas-dart-et-dessai/cinema-gerard-philipe,cinemas-dart-et-dessai,culture,4.8694172,45.6972899
Cinéma le Zola,"117 cours Emile Zola, 69100 Villeurbanne",https://www.lyon.fr/lieu/cinemas-dart-et-dessai/cinema-le-zola,cinemas-dart-et-dessai,culture,4.8743746,45.7706725
Cinéma le Lem,"62 avenue du 8 Mai 1945, 69120 Tassin-la-Demi-Lune",https://www.lyon.fr/lieu/cinemas-generalistes/cinema-le-lem,cinemas-generalistes,divertissement,4.7609732999999,45.7614503
Médiathèque de Villeurbanne,"247 cours Emile Zola, 69100 Villeurbanne",https://www.lyon.fr/lieu/bibliotheques/mediatheque-de-villeurbanne,bibliotheques,culture,4.88772,45.768163
