titres,adresses,liens,categorie,type,lon,lat
Dojo de l’Espace 101,"101, boulevard des Etats-Unis, 69008 Lyon",https://www.lyon.fr/lieu/gymnases-salles-et-halles/dojo-de-lespace-101,gymnases-salles-et-halles,animations,4.86722,45.730397
Dojo Berthelot Épargne,"10 rue de la Fraternité, 69008 Lyon",https://www.lyon.fr/lieu/gymnases-salles-et-halles/dojo-berthelot-epargne,gymnases-salles-et-halles,animations,4.85966,45.740826
L'antiquaille - Espace culturel du christianisme à Lyon,"49 Montée Saint-Barthélemy, 69005 Lyon",https://www.lyon.fr/lieu/centres-culturels-pluridisciplinaires/lantiquaille-espace-culturel-du-christianisme-lyon,centres-culturels-pluridisciplinaires,culture,4.82303,45.760072
Parc de la MJC Laënnec Mermoz,"21 rue Genton, 69008 Lyon",https://www.lyon.fr/lieu/parcs/parc-de-la-mjc-laennec-mermoz,parcs,espaces_verts,4.88494,45.734448
Aire de Jeux de l’Agora,"13 rue Louis Tixier, 69008",https://www.lyon.fr/lieu/squares/aire-de-jeux-de-lagora,squares,espaces_verts,4.884,45.730917
Square Adolphe Lafont,"Angle rue Guillaume Paradin et rue Laënnec, 69008 Lyon",https://www.lyon.fr/lieu/squares/square-adolphe-lafont,squares,espaces_verts,4.8886,45.73659
Plantations promenade Juliette Guillot,"Entre la rue Nieuport et rue Maryse Bastié, 69008 Lyon",https://www.lyon.fr/lieu/jardins/plantations-promenade-juliette-guillot,jardins,espaces_verts,4.87404,45.734227
Square Thomas Blanchet,"Angle rue Thomas Blanchet et rue Laënnec, 69008 Lyon",https://www.lyon.fr/lieu/squares/square-thomas-blanchet,squares,espaces_verts,4.88502,45.737721
Square Garon Duret,", 69008",https://www.lyon.fr/lieu/squares/square-garon-duret,squares,espaces_verts,4.85728,45.731603
Espace culturel la Mouche,"8 rue des Ecoles, 69230 Saint-Genis-Laval",https://www.lyon.fr/lieu/cinemas-dart-et-dessai/espace-culturel-la-mouche,cinemas-dart-et-dessai,culture,4.79553,45.698027
Parc Roquette,"Rue Roquette, 69009 Lyon",https://www.lyon.fr/lieu/parcs/parc-roquette,parcs,espaces_verts,4.80581,45.776226
Gaélis Agoraé,"43 Boulevard du 11 novembre 1918, 69100 Villeurbanne",https://www.lyon.fr/lieu/autres-prestations-aux-professionnels/gaelis-agorae,autres-prestations-aux-professionnels,initiatives,4.86739,45.7812621
Citiz LPA - Lyon Parc Auto,"2, place des Cordeliers, 69002 Lyon",https://www.lyon.fr/lieu/transport-et-mobilite/citiz-lpa-lyon-parc-auto,transport-et-mobilite,transport,4.83727,45.7636104
Bulbulline,"21 rue Pailleron, 69004 Lyon",https://www.lyon.fr/lieu/service-la-personne/bulbulline,service-la-personne,initiatives,4.83424,45.7795965
Bulbulline,"8 rue d'Austerlitz, 69004 Lyon",https://www.lyon.fr/lieu/service-la-personne/bulbulline-0,service-la-personne,initiatives,4.83323,45.7758062
Crédit Coopératif / Agence de Lyon Lyautey,"15 Quai de Serbie, 69006 Lyon",https://www.lyon.fr/lieu/autres-prestations-aux-professionnels/credit-cooperatif-agence-de-lyon-lyautey,autres-prestations-aux-professionnels,initiatives,4.846065,45.75925
"Crédit Coopératif / Agence de Lyon Saxe ""Grands Comptes""","103 Avenue du Maréchal de Saxe, 69003 Lyon",https://www.lyon.fr/lieu/gestion-administration/credit-cooperatif-agence-de-lyon-saxe-grands-comptes,gestion-administration,initiatives,4.846065,45.75925
"Crédit Coopératif / Agence de Lyon Saxe ""Proximité""","103 Avenue du Maréchal de Saxe, 69003 Lyon",https://www.lyon.fr/lieu/gestion-administration/credit-cooperatif-agence-de-lyon-saxe-proximite,gestion-administration,initiatives,4.86286,45.7565824
Groupe Icare,"1 avenue du Doyenné, 69005 Lyon",https://www.lyon.fr/lieu/formation/groupe-icare,formation,enseignement,4.82656,45.760221
Groupe Icare,"2 rue Léon Bourgeois, 69600 Oullins",https://www.lyon.fr/lieu/formation/groupe-icare-0,formation,enseignement,4.80168,45.712683
Groupe Icare,"6 rue de la Liberté, 69160 Tassin-la-Demi-Lune",https://www.lyon.fr/lieu/formation/groupe-icare-1,formation,enseignement,4.779663,45.764582
Crédit Coopératif / Délégation Générale de Lyon,"2 avenue Lacassagne, 69003 Lyon",https://www.lyon.fr/lieu/gestion-administration/credit-cooperatif-delegation-generale-de-lyon,gestion-administration,initiatives,4.84124,45.769397
Ménage Service,"114 cours du Docteur Long, 69003 Lyon",https://www.lyon.fr/lieu/service-la-personne/menage-service,service-la-personne,initiatives,4.89112,45.7516027
Sequoia Pressing,"24 rue de la Part-Dieu, 69003 Lyon",https://www.lyon.fr/lieu/autres-services-du-quotidien/sequoia-pressing,autres-services-du-quotidien,initiatives,4.8431,45.7590246
Sequoia Pressing,"29 Grande Rue de la Croix Rousse, 69004 Lyon",https://www.lyon.fr/lieu/autres-services-du-quotidien/sequoia-pressing-0,autres-services-du-quotidien,initiatives,4.83181,45.7775785
Sequoia Pressing,"3 Place Edgar Quinet, 69006 Lyon",https://www.lyon.fr/lieu/autres-services-du-quotidien/sequoia-pressing-1,autres-services-du-quotidien,initiatives,4.8448,45.7664702
Velonaute,"35 rue Tronchet, 69006 Lyon",https://www.lyon.fr/lieu/transport-et-mobilite/velonaute,transport-et-mobilite,transport,4.84746,45.7700631
Lyon Bike Tour,"79 rue Villon, 69008 Lyon",https://www.lyon.fr/lieu/transport-et-mobilite/lyon-bike-tour,transport-et-mobilite,transport,4.86391,45.739634
Lyon Vélo,"10 rue St Polycarpe, 69001 Lyon",https://www.lyon.fr/lieu/mobilite/lyon-velo,mobilite,transport,4.83397,45.7689807
Fabrique d'Objets Libres,"13 bis rue Girié, 69003 Lyon",https://www.lyon.fr/lieu/formation/fabrique-dobjets-libres,formation,enseignement,4.87572,45.7538611
Soméo,"18 rue Barrème, 69006 Lyon",https://www.lyon.fr/lieu/services-aux-salaries-et-entrepreneurs/someo,services-aux-salaries-et-entrepreneurs,initiatives,4.84476,45.7742238
Spirito,"21 rue d'Algérie, 69001 Lyon",https://www.lyon.fr/lieu/salles-de-concerts/spirito,salles-de-concerts,culture,4.8322,45.767912
A la Claire Fontaine,"16 chemin de Montpellas, 69009 Lyon",https://www.lyon.fr/lieu/bien-etre-et-beaute/la-claire-fontaine,bien-etre-et-beaute,initiatives,4.4943,45.4801
BoHo Green,", 69300 Caluire et Cuire",https://www.lyon.fr/lieu/bien-etre-et-beaute/boho-green,bien-etre-et-beaute,initiatives,4.831463,45.791338
F. Gallet & Partenaires - Médecine des lieux Espace DMCI,"41 quai Fulchiron, 69005  Lyon",https://www.lyon.fr/lieu/conseil-et-formation/f-gallet-partenaires-medecine-des-lieux-espace-dmci,conseil-et-formation,enseignement,4.799044,45.75845
Marcapar - Les Cuisiniers du cheveu,"2 avenue du Doyenné, 69005  Lyon",https://www.lyon.fr/lieu/bien-etre-et-beaute/marcapar-les-cuisiniers-du-cheveu,bien-etre-et-beaute,initiatives,4.82617,45.7601727
L'Aromathèque,"9 rue de l'Ancienne Préfecture, 69002  Lyon",https://www.lyon.fr/lieu/bien-etre-et-beaute/laromatheque,bien-etre-et-beaute,initiatives,4.83298,45.7610684
Herboristerie de Lyon – la Croix Rousse®,"3 rue du Mail, 69004 Lyon",https://www.lyon.fr/lieu/bien-etre-et-beaute/herboristerie-de-lyon-la-croix-rousser,bien-etre-et-beaute,initiatives,4.832814,45.776542
Arvel Voyages,"31 cours Emile Zola, 69100 Villeurbanne",https://www.lyon.fr/lieu/tourisme-et-hotellerie/arvel-voyages,tourisme-et-hotellerie,initiatives,4.864236,45.770592
Atalante,"36 Quai Arloing, 69009 Lyon",https://www.lyon.fr/lieu/tourisme-et-hotellerie/atalante,tourisme-et-hotellerie,initiatives,4.81166,45.7703719
Ethic Etapes CISL,"103 Boulevard des Etats-Unis, 69008 Lyon",https://www.lyon.fr/lieu/tourisme-et-hotellerie/ethic-etapes-cisl,tourisme-et-hotellerie,initiatives,4.86788,45.7299592
CEVIED,"58 rue Raulin, 69007 Lyon",https://www.lyon.fr/lieu/tourisme-et-hotellerie/cevied,tourisme-et-hotellerie,initiatives,4.83379,45.7463693
Dialogues en Humanité - Grand Lyon,"20 rue du Lac, 69003 Lyon",https://www.lyon.fr/lieu/culture-et-loisirs/dialogues-en-humanite-grand-lyon,culture-et-loisirs,culture,4.85372,45.7581224
Editions Rêve d'Enfant,"29 rue de Belfort, 69004 Lyon",https://www.lyon.fr/lieu/culture-et-loisirs/editions-reve-denfant,culture-et-loisirs,culture,4.83413,45.778599
En App'ART Et…,"26 rue du Mail, 69004 Lyon",https://www.lyon.fr/lieu/formation/en-appart-et,formation,enseignement,4.83356,45.7784966
EUREQUA - Jardin collectif d'habitants du Pré Santy,"2 rue Joseph Chalier, 69008 Lyon",https://www.lyon.fr/lieu/culture-et-loisirs/eurequa-jardin-collectif-dhabitants-du-pre-santy,culture-et-loisirs,culture,4.88366,45.7295604
Golden Tulip - Lyon - Millénaire,"160 cours du 3ème millénaire, 69791 SAINT-PRIEST",https://www.lyon.fr/lieu/tourisme-et-hotellerie/golden-tulip-lyon-millenaire,tourisme-et-hotellerie,initiatives,4.92944,45.7158329
Hôtel de la Cité - Concorde,"22 quai Charles de Gaulle, 69006 Lyon",https://www.lyon.fr/lieu/tourisme-et-hotellerie/hotel-de-la-cite-concorde,tourisme-et-hotellerie,initiatives,4.85469,45.7853295
Librairie La Bande Dessinée,"57 Grande Rue de la Croix-Rousse, 69004 Lyon",https://www.lyon.fr/lieu/culture-et-loisirs/librairie-la-bande-dessinee,culture-et-loisirs,culture,4.8317,45.7787847
Lyon Salsa Congress,"124 Cours Lafayette, 69003 Lyon",https://www.lyon.fr/lieu/culture-et-loisirs/lyon-salsa-congress,culture-et-loisirs,culture,4.85194,45.7634677
Artisans du Monde Vieux lyon,"14, rue de la Bombarde, 69005 Lyon",https://www.lyon.fr/lieu/deco-equipement-de-la-maison-et-jardin/artisans-du-monde-vieux-lyon,deco-equipement-de-la-maison-et-jardin,initiatives,4.8266,45.7619077
Artisans du Monde Villeurbanne,"5, avenue Roger Salengro, 69100 Villeurbanne",https://www.lyon.fr/lieu/deco-equipement-de-la-maison-et-jardin/artisans-du-monde-villeurbanne,deco-equipement-de-la-maison-et-jardin,initiatives,4.86841,45.7745394
Aux 4 coins du monde (4e),"81, grande rue de la croix Rousse, 69004 Lyon",https://www.lyon.fr/lieu/deco-equipement-de-la-maison-et-jardin/aux-4-coins-du-monde-4e,deco-equipement-de-la-maison-et-jardin,initiatives,4.83207,45.7802209
Aux 4 coins du monde (6e),"10, rue de Sèze, 69006 Lyon",https://www.lyon.fr/lieu/deco-equipement-de-la-maison-et-jardin/aux-4-coins-du-monde-6e,deco-equipement-de-la-maison-et-jardin,initiatives,4.84455,45.7678429
Avenir Eco Energies Renouvelables,"13, rue des Draperies, 69450 Saint Cyr au Mont d'Or",https://www.lyon.fr/lieu/eco-construction-renovation-et-energies-renouvelables/avenir-eco-energies-renouvelables,eco-construction-renovation-et-energies-renouvelables,initiatives,4.83417,45.807668
Décors Intérieurs - Opteamiz,"15, rue Marietton, 69009 Lyon",https://www.lyon.fr/lieu/deco-equipement-de-la-maison-et-jardin/decors-interieurs-opteamiz,deco-equipement-de-la-maison-et-jardin,initiatives,4.80595,45.7754279
Envie Rhône,"12 rue Cronstadt, 69007 Lyon",https://www.lyon.fr/lieu/deco-equipement-de-la-maison-et-jardin/envie-rhone,deco-equipement-de-la-maison-et-jardin,initiatives,4.85033,45.7408851
KDODICI,"41 avenue Jean-François Raclet, 69007 Lyon",https://www.lyon.fr/lieu/deco-equipement-de-la-maison-et-jardin/kdodici,deco-equipement-de-la-maison-et-jardin,initiatives,4.84083,45.7342003
Les arts et Baobabs,"76 rue Garibaldi, 69006 Lyon",https://www.lyon.fr/lieu/deco-equipement-de-la-maison-et-jardin/les-arts-et-baobabs,deco-equipement-de-la-maison-et-jardin,initiatives,4.85027,45.7686383
Les Clés de l'Atelier,"40 rue Jaboulay, 69007 Lyon",https://www.lyon.fr/lieu/eco-construction-renovation-et-energies-renouvelables/les-cles-de-latelier,eco-construction-renovation-et-energies-renouvelables,initiatives,4.83901,45.7479885
Lombriplanète,"23 Montée de l'église, 69300 Caluire-et-Cuire",https://www.lyon.fr/lieu/deco-equipement-de-la-maison-et-jardin/lombriplanete,deco-equipement-de-la-maison-et-jardin,initiatives,4.829701,45.793368
OLTERRE,"101 RN6, 69380 Lissieu",https://www.lyon.fr/lieu/eco-construction-renovation-et-energies-renouvelables/olterre,eco-construction-renovation-et-energies-renouvelables,initiatives,4.74257,45.8652469
OLTERRE,"2 rue Gaspard André, 69002 Lyon",https://www.lyon.fr/lieu/eco-construction-renovation-et-energies-renouvelables/olterre-0,eco-construction-renovation-et-energies-renouvelables,initiatives,4.830574,45.759958
Maroc chez l'habitant,"18 cours Charlemagne, 69002 Lyon",https://www.lyon.fr/lieu/tourisme-et-hotellerie/maroc-chez-lhabitant,tourisme-et-hotellerie,initiatives,4.824081,45.7470988
Raconte moi la terre,"14 rue du Plat, 69002 Lyon",https://www.lyon.fr/lieu/conferences-et-debats/raconte-moi-la-terre,conferences-et-debats,culture,4.82899,45.7580362
Trabouloscope,"2 rue Neyret, 69001 Lyon",https://www.lyon.fr/lieu/communication/trabouloscope,communication,initiatives,4.8283,45.7714419
Woodstower,"5 rue d'Aguesseau, 69007 Lyon",https://www.lyon.fr/lieu/culture-et-loisirs/woodstower,culture-et-loisirs,culture,4.84196,45.7549478
Agence Locale de l'Energie de l'agglomération lyonnaise,"14 place Jules Ferry, 69006 Lyon",https://www.lyon.fr/lieu/formation/agence-locale-de-lenergie-de-lagglomeration-lyonnaise,formation,enseignement,4.85962,45.7674392
Aremacs,"71 rue Bellecombe, 69006 Lyon",https://www.lyon.fr/lieu/formation/aremacs,formation,enseignement,4.82872,45.866712
Assises de l'Education à l'Environnement et au Développement Durable,"32 rue Sainte Hélène, 69002 Lyon",https://www.lyon.fr/lieu/formation/assises-de-leducation-lenvironnement-et-au-developpement-durable,formation,enseignement,4.83176,45.7539171
CADR,"215 rue Vendôme, 69003 Lyon",https://www.lyon.fr/lieu/formation/cadr,formation,enseignement,4.84721,45.7581687
Cité Création,"44 Grande Rue, 69600 Oullins",https://www.lyon.fr/lieu/formation/cite-creation,formation,enseignement,4.81,45.7187111
Concertience,"355 allée Jacques Monod, 69800 Saint-Priest",https://www.lyon.fr/lieu/formation/concertience,formation,enseignement,4.92773,45.712517
Conseil et Formation,"262 avenue Berthelot, 69008 Lyon",https://www.lyon.fr/lieu/formation/conseil-et-formation,formation,enseignement,4.86009,45.7394954
Forum de l'Emploi Solidaire,"11 rue Auguste Lacroix, 69003 Lyon",https://www.lyon.fr/lieu/senbilisation-et-engagement-citoyen/forum-de-lemploi-solidaire,senbilisation-et-engagement-citoyen,initiatives,4.84505,45.755111
Lignes Vertes -  Petit Tom vert,"50 avenue du 8 mai 1945, 69160 Tassin-La-Demi-Lune",https://www.lyon.fr/lieu/communication/lignes-vertes-petit-tom-vert,communication,initiatives,4.76438,45.7612268
Rhône en Vert,"13 A Chemin des Molières, 69700 Givors",https://www.lyon.fr/lieu/formation/rhone-en-vert,formation,enseignement,4.75684,45.5888262
MONABEE,"12 chemin de Bruley, 69370 Dardilly",https://www.lyon.fr/lieu/deco-equipement-de-la-maison-et-jardin/monabee,deco-equipement-de-la-maison-et-jardin,initiatives,4.758532,45.8002693
Maison de l'emploi et de la formation - Antenne Voltaire,"265, rue Duguesclin, 69003 Lyon",https://www.lyon.fr/lieu/equipements-divers/maison-de-lemploi-et-de-la-formation-antenne-voltaire,equipements-divers,initiatives,4.8343,45.729
7ici,"63 montée de la grande Côte, 69001 Lyon",https://www.lyon.fr/lieu/mode/7ici,mode,initiatives,4.8316591999999,45.7707513
Bébé Frog,"113 avenue des Frères Lumière, 69008 Lyon",https://www.lyon.fr/lieu/mode/bebe-frog,mode,initiatives,4.87126,45.7438922
Exoshoes,"1 rue d'Algérie, 69001 Lyon",https://www.lyon.fr/lieu/mode/exoshoes,mode,initiatives,4.83002,45.7671004
Exoshoes,"1 rue d'Austerlitz, 69001 Lyon",https://www.lyon.fr/lieu/mode/exoshoes-0,mode,initiatives,4.83307,45.7761607
Habit Bao,"40 rue Saint Michel, 69007 Lyon",https://www.lyon.fr/lieu/mode/habit-bao,mode,initiatives,4.84583,45.751349
Kulteco,"13 rue Griffon, 69001 Lyon",https://www.lyon.fr/lieu/mode/kulteco,mode,initiatives,4.83648,45.7686301
Marron Rouge,"19 rue Royale, 69001 Lyon",https://www.lyon.fr/lieu/deco-equipement-de-la-maison-et-jardin/marron-rouge,deco-equipement-de-la-maison-et-jardin,initiatives,4.83751,45.7709588
Origeen,"28 rue Palais Grillet, 69002 Lyon",https://www.lyon.fr/lieu/bien-etre-et-beaute/origeen,bien-etre-et-beaute,initiatives,4.8353,45.7619357
Papa & Maman,"17 rue Clos Savaron, 69004 Lyon",https://www.lyon.fr/lieu/mode/papa-maman,mode,initiatives,4.82574,45.782872
Rootsabaga,"84 Montée de la Grande Côte, 69001 Lyon",https://www.lyon.fr/lieu/mode/rootsabaga,mode,initiatives,4.83141,45.7707103
Goutabio,"39 rue Roger Salengro, 69009 LYON",https://www.lyon.fr/lieu/bien-etre-et-beaute/goutabio,bien-etre-et-beaute,initiatives,4.8048,45.7785412
KLS Lunettes Esprit Kreateur,"238 rue Paul Bert, 69003 Lyon",https://www.lyon.fr/lieu/bien-etre-et-beaute/kls-lunettes-esprit-kreateur,bien-etre-et-beaute,initiatives,4.86609,45.7565517
L OPTIQUE par Sébastien Bétend,"3 Place Baptiste Curial, 69500 BRON",https://www.lyon.fr/lieu/bien-etre-et-beaute/l-optique-par-sebastien-betend,bien-etre-et-beaute,initiatives,4.916476,45.737329
Actinéo,"107 cours Gambetta, 69003 Lyon",https://www.lyon.fr/lieu/dechets-et-energie/actineo,dechets-et-energie,déchets,4.85677,45.7513824
Agence Ecodesign,"3 rue Passet, 69007 Lyon",https://www.lyon.fr/lieu/conseil-et-formation/agence-ecodesign,conseil-et-formation,enseignement,4.84075,45.7551652
Alteractive - Centre d'Affaire ALGYR,"60 cours Lafayette, 69003 Lyon",https://www.lyon.fr/lieu/conseil-et-formation/alteractive-centre-daffaire-algyr,conseil-et-formation,enseignement,4.84683,45.7634386
Altercursus,"4 rue Pizay, 69001 Lyon",https://www.lyon.fr/lieu/autres-prestations-aux-professionnels/altercursus,autres-prestations-aux-professionnels,initiatives,4.83464,45.7666699
Arbor & Sens,"24 rue de Saint Cyr, 69009 Lyon",https://www.lyon.fr/lieu/eco-construction-renovation-et-energies-renouvelables/arbor-sens,eco-construction-renovation-et-energies-renouvelables,initiatives,4.80745,45.7798976
ATC Groupe,"403 rue d'Athènes, 69140 Rillieux-La-Pape",https://www.lyon.fr/lieu/communication/atc-groupe,communication,initiatives,4.91189,45.8209593
Atelier Thierry Roche & Associés,"91 bis avenue de la République, 69160 Tassin-la-Demi-Lune",https://www.lyon.fr/lieu/eco-construction-renovation-et-energies-renouvelables/atelier-thierry-roche-associes,eco-construction-renovation-et-energies-renouvelables,initiatives,4.77453,45.7635403
Bureaux Beaux et Durables,"3 cours charlemagne, 69002 Lyon",https://www.lyon.fr/lieu/conseil-et-formation/bureaux-beaux-et-durables,conseil-et-formation,enseignement,4.82491,45.7472859
Cabinet Lamy Environnement,"8 place Bellecour, 69002 Lyon",https://www.lyon.fr/lieu/conseil-et-formation/cabinet-lamy-environnement,conseil-et-formation,enseignement,4.83265,45.7583607
Chèque Déjeuner,"2 rue Edison, 69500 Bron",https://www.lyon.fr/lieu/services-aux-salaries-et-entrepreneurs/cheque-dejeuner,services-aux-salaries-et-entrepreneurs,initiatives,4.93016,45.7323747
Coop Alternatives,"436 route de la Croix de Charre, 38950 Quaix en Chartreuse",https://www.lyon.fr/lieu/conseil-et-formation/coop-alternatives,conseil-et-formation,enseignement,5.34442,45.6138389
DotRiver,"24 bis rue Baldassini, 69007 Lyon",https://www.lyon.fr/lieu/gestion-administration/dotriver,gestion-administration,initiatives,4.8358,45.7275273
Ecothane,"52 rue Philippe de Lassalle, 69004 Lyon",https://www.lyon.fr/lieu/dechets-et-energie/ecothane,dechets-et-energie,déchets,4.82054,45.7790372
Elise Lyon-Mélèze,"130 rue de la Poudrette, 69100 Villeurbanne",https://www.lyon.fr/lieu/dechets-et-energie/elise-lyon-meleze,dechets-et-energie,déchets,4.92075,45.7558782
EnergIT,"76 avenue Paul Kruger, 69100 Villeurbanne",https://www.lyon.fr/lieu/autres-prestations-aux-professionnels/energit,autres-prestations-aux-professionnels,initiatives,4.898707,45.75492
Béô Design,"27 rue Saint Mathieu, 69008 Lyon",https://www.lyon.fr/lieu/deco-equipement-de-la-maison-et-jardin/beo-design,deco-equipement-de-la-maison-et-jardin,initiatives,4.86441,45.743044
Etic,"10 avenue des Canuts, 69120 Vaulx-en-Velin",https://www.lyon.fr/lieu/services-aux-salaries-et-entrepreneurs/etic,services-aux-salaries-et-entrepreneurs,initiatives,4.92197,45.7608079
Sainbiose,"9 rue du Périgord, 69330 Meyzieu",https://www.lyon.fr/lieu/deco-equipement-de-la-maison-et-jardin/sainbiose,deco-equipement-de-la-maison-et-jardin,initiatives,5.021264,45.7593979
Sylvicolor,"11 rue Duphot, 69003 Lyon",https://www.lyon.fr/lieu/eco-construction-renovation-et-energies-renouvelables/sylvicolor,eco-construction-renovation-et-energies-renouvelables,initiatives,4.84366,45.758017
Fends la bise - Glasgow 77,"6 rue Désiré, 69001 Lyon",https://www.lyon.fr/lieu/transport-et-mobilite/fends-la-bise-glasgow-77,transport-et-mobilite,transport,4.83508,45.7683335
Flores SASU,"25 rue Saint Antoine, 69003 Lyon",https://www.lyon.fr/lieu/deco-equipement-de-la-maison-et-jardin/flores-sasu,deco-equipement-de-la-maison-et-jardin,initiatives,4.86612,45.763586
Greenwishes,"62 avenue du Progrès, 69680 Chassieu",https://www.lyon.fr/lieu/dechets-et-energie/greenwishes,dechets-et-energie,déchets,4.96351,45.7310502
Auberge de l'Ile,"Place Notre Dame, 69009 Lyon",https://www.lyon.fr/lieu/cafes-restaurants-traiteurs/auberge-de-lile,cafes-restaurants-traiteurs,initiatives,4.83318,45.797648
Biocoop Bioplaisir,"142 avenue Charles de Gaulles, 69160 Tassin-la-Demi-Lune",https://www.lyon.fr/lieu/deco-equipement-de-la-maison-et-jardin/biocoop-bioplaisir,deco-equipement-de-la-maison-et-jardin,initiatives,4.77778,45.7591534
Groupe Icare,"17 rue Louis Loucheur, 69009 Lyon",https://www.lyon.fr/lieu/formation/groupe-icare-2,formation,enseignement,4.80215,45.767923
Handishare,"513 rue Sans Souci, 69760 Limonest",https://www.lyon.fr/lieu/gestion-administration/handishare,gestion-administration,initiatives,4.76111,45.8105631
Biocoop Lyon Bellecour,"32 rue du Plat, 69002 Lyon",https://www.lyon.fr/lieu/deco-equipement-de-la-maison-et-jardin/biocoop-lyon-bellecour,deco-equipement-de-la-maison-et-jardin,initiatives,4.82797,45.756722
Innovation Energie Développement,"2 chemin de la Chaudraie, 69340 Francheville",https://www.lyon.fr/lieu/dechets-et-energie/innovation-energie-developpement,dechets-et-energie,déchets,4.77269,45.7452638
Biogone,"31 rue Gervais Buissière, 69100 Villeurbanne",https://www.lyon.fr/lieu/courses-alimentaires/biogone,courses-alimentaires,initiatives,4.86995,45.7740818
Jours de Printemps Conciergerie,"2 rue Mazaryk, 69009 Lyon",https://www.lyon.fr/lieu/services-aux-salaries-et-entrepreneurs/jours-de-printemps-conciergerie,services-aux-salaries-et-entrepreneurs,initiatives,4.80777,45.7786379
KFC Marketing & Développement,"32 rue Pélisson, 69100 Villeurbanne",https://www.lyon.fr/lieu/conseil-et-formation/kfc-marketing-developpement,conseil-et-formation,enseignement,4.88777,45.7734764
Cannelle et Piment,"15 Chemin Auguste Renoir, 69120 Vaulx-en-Velin",https://www.lyon.fr/lieu/traiteur/cannelle-et-piment,traiteur,initiatives,4.92976,45.7772311
La Cordée,"61 cours de la Liberté, 69003 Lyon",https://www.lyon.fr/lieu/services-aux-salaries-et-entrepreneurs/la-cordee,services-aux-salaries-et-entrepreneurs,initiatives,4.84273,45.7573428
Chocolaterie Guillaume Daix,"3 rue Louis Carrand, 69005 Lyon",https://www.lyon.fr/lieu/courses-alimentaires/chocolaterie-guillaume-daix,courses-alimentaires,initiatives,4.829,45.7653307
Croc'O Green,"13 rue Terraille, 69001 Lyon",https://www.lyon.fr/lieu/traiteur/croco-green,traiteur,initiatives,4.83558,45.7687814
Nouvelle Donne Communication,"269 rue André Philip, 69003 Lyon",https://www.lyon.fr/lieu/conseil-et-formation/nouvelle-donne-communication,conseil-et-formation,enseignement,4.85137,45.7567078
Opteamiz,"18 rue Marietton, 69009 Lyon",https://www.lyon.fr/lieu/conseil-et-formation/opteamiz,conseil-et-formation,enseignement,4.80595,45.775428
Distriborg Groupe,"217 Chemin du Grand Revoyet, 69230 Saint Genis Laval",https://www.lyon.fr/lieu/courses-alimentaires/distriborg-groupe,courses-alimentaires,initiatives,4.80866,45.6942941
En Aparthé,"29 rue de la Thibaudière, 69007 Lyon",https://www.lyon.fr/lieu/cafes-restaurants-traiteurs/en-aparthe,cafes-restaurants-traiteurs,initiatives,4.8453,45.7504548
Ouiclean,"114 cours du Docteur Long, 69003 Lyon",https://www.lyon.fr/lieu/autres-prestations-aux-professionnels/ouiclean,autres-prestations-aux-professionnels,initiatives,4.891166,45.7516835
Ethique et tac - Bières Bio Mont d'Or,"18 chemin des Carrières, 69250 Curis-au-Mont-d'Or",https://www.lyon.fr/lieu/courses-alimentaires/ethique-et-tac-bieres-bio-mont-dor,courses-alimentaires,initiatives,4.81896,45.8697346
"Oxalis SCOP ""3ème Fleuve""","10 avenue des Canuts, 69120 Vaulx-en-Velin",https://www.lyon.fr/lieu/services-aux-salaries-et-entrepreneurs/oxalis-scop-3eme-fleuve,services-aux-salaries-et-entrepreneurs,initiatives,4.921971,45.7608079
Garden State,"6 rue de la Charité, 69002 Lyon",https://www.lyon.fr/lieu/cafes-restaurants-traiteurs/garden-state,cafes-restaurants-traiteurs,initiatives,4.83298,45.7559526
Guill'AMAP,"316 rue duguesclin, 69007 Lyon",https://www.lyon.fr/lieu/courses-alimentaires/guillamap,courses-alimentaires,initiatives,4.8666,45.7503311
Parcs et Sports,"7 rue Jean Mermoz, 69684 Chassieu",https://www.lyon.fr/lieu/autres-prestations-aux-professionnels/parcs-et-sports,autres-prestations-aux-professionnels,initiatives,4.93539,45.7442206
L'Antre Autre,"11 rue Terme, 69001 Lyon",https://www.lyon.fr/lieu/cafes-restaurants-traiteurs/lantre-autre,cafes-restaurants-traiteurs,initiatives,4.831,45.7692145
Participactive,"10 avenue des Canuts, 69120 Vaulx-en-Velin",https://www.lyon.fr/lieu/conseil-et-formation/participactive,conseil-et-formation,enseignement,4.92197,45.760808
L'Eau Vive / Lyon Croix-Rousse,"50 bis Grande rue de la Croix Rousse, 69004 Lyon",https://www.lyon.fr/lieu/courses-alimentaires/leau-vive-lyon-croix-rousse,courses-alimentaires,initiatives,4.83224,45.7789471
La Cordée,"13 cours de Verdun Gensoul, 69002 Lyon",https://www.lyon.fr/lieu/services-aux-salaries-et-entrepreneurs/la-cordee-0,services-aux-salaries-et-entrepreneurs,initiatives,4.82554,45.750598599999996
L'Eau Vive / Lyon Presqu'île,"65 rue Victor Hugo, 69002",https://www.lyon.fr/lieu/courses-alimentaires/leau-vive-lyon-presquile,courses-alimentaires,initiatives,4.82871,45.7518023
L'Eau Vive / Lyon Roosevelt,"58 cours Franklin Roosevelt, 69006 Lyon",https://www.lyon.fr/lieu/courses-alimentaires/leau-vive-lyon-roosevelt,courses-alimentaires,initiatives,4.84996,45.7688629
